name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-15435,NO,1189.4,1119.6,1259.2,1.125,0.2,0.23,0.72,4.7e-01,1.0e+00,0.9998,4770,869.8,1278.2,1210.8,1285.3,1096.9,1395.5
GENE-15436,NO,670.1,767.5,572.7,0.746,-0.4,0.41,-1.02,3.1e-01,1.0e+00,0.9998,4771,891.6,415.1,995.9,630.3,767,320.7
GENE-15438,NO,32.2,31.8,32.6,1.026,0,0.49,0.08,9.4e-01,1.0e+00,0.9998,4772,38.6,13.9,42.8,33.6,25.6,38.6
GENE-15440,NO,2.5,1.7,3.3,1.986,1,1.28,0.77,4.4e-01,1.0e+00,0.9998,4773,0,2,3,2,4.9,3
GENE-15442,NO,11.6,11.2,11.8,1.052,0.1,0.58,0.13,9.0e-01,1.0e+00,0.9998,4774,8.9,11.9,12.9,9.9,16.7,8.9
GENE-15444,NO,139.9,143.4,136.4,0.951,-0.1,0.28,-0.25,8.0e-01,1.0e+00,0.9998,4775,180.3,113.5,136.3,135.6,115.2,158.4
GENE-15448,NO,905,884.1,925.9,1.047,0.1,0.2,0.34,7.3e-01,1.0e+00,0.9998,4776,858.9,926.8,866.6,986.5,780.8,1010.5
GENE-15451,NO,2034.2,2079.2,1989.3,0.957,-0.1,0.17,-0.37,7.1e-01,1.0e+00,0.9998,4777,2080.5,2155.2,2001.8,2193.6,1820.6,1953.7
GENE-15459,NO,136.4,131.5,141.3,1.074,0.1,0.28,0.37,7.1e-01,1.0e+00,0.9998,4778,126.8,146.3,121.4,182.1,131.9,109.9
GENE-15460,NO,153.2,141.4,165,1.166,0.2,0.23,0.98,3.3e-01,1.0e+00,0.9998,4779,133.7,133.4,157.2,163.3,178.2,153.4
GENE-15463,NO,24.6,26.5,22.7,0.857,-0.2,0.44,-0.51,6.1e-01,1.0e+00,0.9998,4780,28.7,31.9,18.9,20.8,28.6,18.8
GENE-15466,NO,9.1,11.2,6.9,0.614,-0.7,0.64,-1.11,2.7e-01,1.0e+00,0.9998,4781,8.9,12.9,11.9,4.9,7.9,7.9
GENE-15468,NO,348,342.1,353.9,1.034,0,0.3,0.16,8.7e-01,1.0e+00,0.9998,4782,401.2,351.4,273.6,361.2,242.2,458.2
GENE-15476,NO,399,405.4,392.5,0.968,0,0.19,-0.25,8.0e-01,1.0e+00,0.9998,4783,402.2,390.2,423.8,368.1,425.4,384
GENE-15480,NO,4,4.7,3.3,0.71,-0.5,0.98,-0.51,6.1e-01,1.0e+00,0.9998,4784,5,5,4,1,3,5.9
GENE-15483,NO,568.1,637.2,499,0.783,-0.4,0.28,-1.28,2.0e-01,1.0e+00,0.9998,4785,701.4,543.5,666.6,352.2,629.2,515.7
GENE-15484,NO,51.2,47.4,55,1.16,0.2,0.42,0.51,6.1e-01,1.0e+00,0.9998,4786,27.7,71.7,42.8,62.3,59.1,43.5
GENE-15485,NO,55.2,58.3,52,0.893,-0.2,0.29,-0.56,5.8e-01,1.0e+00,0.9998,4787,61.4,60.7,52.7,54.4,49.2,52.5
GENE-15487,NO,9.9,9.6,10.2,1.062,0.1,0.66,0.13,9.0e-01,1.0e+00,0.9998,4788,6.9,15.9,6,9.9,12.8,7.9
GENE-15488,NO,353.5,347.8,359.1,1.032,0,0.25,0.19,8.5e-01,1.0e+00,0.9998,4789,304.1,350.4,389,289.9,440.1,347.4
GENE-15494,NO,48.4,59.9,36.9,0.616,-0.7,0.41,-1.69,9.1e-02,1.0e+00,0.9998,4790,78.3,37.8,63.7,39.6,24.6,46.5
GENE-15495,NO,4,5,3,0.596,-0.7,0.98,-0.76,4.5e-01,1.0e+00,0.9998,4791,5,2,8,2,3.9,3
GENE-15498,NO,186.8,198.4,175.2,0.883,-0.2,0.23,-0.77,4.4e-01,1.0e+00,0.9998,4792,209,175.2,210.9,203.8,160.5,161.3
GENE-15501,NO,9.9,9.3,10.6,1.136,0.2,0.62,0.3,7.6e-01,1.0e+00,0.9998,4793,8.9,11.9,7,13.9,8.9,8.9
GENE-15511,NO,875.5,933.8,817.2,0.875,-0.2,0.22,-0.86,3.9e-01,1.0e+00,0.9998,4794,1113.5,817.3,870.6,833.1,912.8,705.7
GENE-15512,NO,20,20.9,19.1,0.916,-0.1,0.66,-0.19,8.5e-01,1.0e+00,0.9998,4795,14.9,15.9,31.8,30.7,4.9,21.8
GENE-15515,NO,5.6,5.6,5.6,0.994,0,0.83,-0.01,9.9e-01,1.0e+00,0.9998,4796,5.9,8,3,4,8.9,4
GENE-15516,NO,16.3,16.6,16.2,0.974,0,0.53,-0.07,9.4e-01,1.0e+00,0.9998,4797,14.9,11,23.9,19.8,15.8,12.9
GENE-15518,NO,11.7,12.6,10.9,0.863,-0.2,0.61,-0.35,7.3e-01,1.0e+00,0.9998,4798,15.9,12.9,9,11.9,14.8,5.9
GENE-15520,NO,621.6,596.5,646.7,1.084,0.1,0.18,0.66,5.1e-01,1.0e+00,0.9998,4799,619.2,628.1,542.2,636.2,661.7,642.3
GENE-15521,NO,5,4,5.9,1.491,0.6,0.91,0.64,5.3e-01,1.0e+00,0.9998,4800,2,7,3,6.9,3,7.9
GENE-15522,NO,1675.9,1912.6,1439.2,0.752,-0.4,0.45,-0.9,3.7e-01,1.0e+00,0.9998,4801,3406,1483.2,848.7,1116.1,1603,1598.4
GENE-15529,NO,4.9,2.7,7.2,2.732,1.4,1.03,1.41,1.6e-01,1.0e+00,0.9998,4802,2,3,3,1,10.8,9.9
GENE-15530,NO,388.4,394.8,382,0.968,0,0.2,-0.24,8.1e-01,1.0e+00,0.9998,4803,428,345.4,410.9,359.2,389.9,396.9
GENE-15533,NO,259.1,251.4,266.7,1.061,0.1,0.2,0.43,6.7e-01,1.0e+00,0.9998,4804,248.7,240.9,264.7,247.4,286.5,266.2
GENE-15535,NO,44.6,39.7,49.4,1.244,0.3,0.4,0.78,4.4e-01,1.0e+00,0.9998,4805,51.5,41.8,25.9,41.6,40.4,66.3
GENE-15544,NO,3.3,4,2.6,0.663,-0.6,1.03,-0.58,5.7e-01,1.0e+00,0.9998,4806,5,4,3,1,3.9,3
GENE-15546,NO,32.2,34.1,30.3,0.888,-0.2,0.48,-0.36,7.2e-01,1.0e+00,0.9998,4807,25.8,33.8,42.8,24.7,17.7,48.5
GENE-15549,NO,918.9,772.1,1065.8,1.38,0.5,0.3,1.54,1.2e-01,1.0e+00,0.9998,4808,578.6,963.6,774.1,802.5,1408,986.8
GENE-15560,NO,10.2,11.9,8.6,0.718,-0.5,0.59,-0.81,4.2e-01,1.0e+00,0.9998,4809,12.9,9,13.9,8.9,7.9,8.9
GENE-15564,NO,24.1,28.8,19.4,0.674,-0.6,0.54,-1.05,3.0e-01,1.0e+00,0.9998,4810,36.7,33.8,15.9,13.9,31.5,12.9
GENE-15578,NO,1848.3,1689.5,2007.1,1.188,0.2,1.2,0.21,8.4e-01,1.0e+00,0.9998,4811,1657.4,2980.4,430.8,1411,4387.5,222.7
GENE-15585,NO,324.7,336,313.4,0.933,-0.1,0.34,-0.29,7.7e-01,1.0e+00,0.9998,4812,505.3,251.9,250.7,321.6,365.3,253.4
GENE-15590,NO,64.3,56.7,71.8,1.268,0.3,1.2,0.29,7.7e-01,1.0e+00,0.9998,4813,30.7,31.9,107.5,170.2,37.4,7.9
GENE-15591,NO,65.9,61.3,70.5,1.15,0.2,0.28,0.73,4.6e-01,1.0e+00,0.9998,4814,56.5,64.7,62.7,69.3,67.9,74.2
GENE-15592,NO,4.6,5.7,3.6,0.643,-0.6,1.03,-0.62,5.4e-01,1.0e+00,0.9998,4815,5,5,7,0,3.9,6.9
GENE-15595,NO,236.3,232.9,239.7,1.03,0,0.26,0.16,8.7e-01,1.0e+00,0.9998,4816,246.7,207.1,244.8,286,253.1,180.1
GENE-15599,NO,435.1,442.1,428,0.968,0,0.21,-0.23,8.2e-01,1.0e+00,0.9998,4817,501.3,416.1,408.9,396.8,473.6,413.7
GENE-15602,NO,93.3,102.1,84.6,0.829,-0.3,0.26,-1.03,3.0e-01,1.0e+00,0.9998,4818,89.2,98.6,118.4,80.1,86.6,87.1
GENE-15605,NO,139.8,165.3,114.3,0.692,-0.5,0.44,-1.21,2.2e-01,1.0e+00,0.9998,4819,130.8,92.6,272.6,149.4,79.8,113.8
GENE-15609,NO,77,75.8,78.1,1.029,0,0.33,0.13,9.0e-01,1.0e+00,0.9998,4820,72.3,82.6,72.6,104.9,54.2,75.2
GENE-15610,NO,110.2,105.7,114.6,1.085,0.1,0.33,0.36,7.2e-01,1.0e+00,0.9998,4821,82.2,107.5,127.4,91,97.5,155.4
GENE-15612,NO,3,3,3,0.993,0,1.09,-0.01,9.9e-01,1.0e+00,0.9998,4822,1,4,4,2,3.9,3
GENE-15613,NO,18.7,19.6,17.8,0.909,-0.1,0.49,-0.28,7.8e-01,1.0e+00,0.9998,4823,14.9,24.9,18.9,13.9,24.6,14.8
GENE-15616,NO,22.3,20.5,24,1.171,0.2,0.46,0.49,6.2e-01,1.0e+00,0.9998,4824,21.8,12.9,26.9,27.7,24.6,19.8
GENE-15621,NO,38,39.4,36.6,0.928,-0.1,0.45,-0.24,8.1e-01,1.0e+00,0.9998,4825,46.6,43.8,27.9,26.7,26.6,56.4
GENE-15625,NO,2.5,3.3,1.7,0.498,-1,1.31,-0.77,4.4e-01,1.0e+00,0.9998,4826,5.9,2,2,2,0,3
GENE-15626,NO,350.9,346.2,355.6,1.027,0,0.26,0.15,8.8e-01,1.0e+00,0.9998,4827,294.2,390.2,354.2,268.1,379.1,419.6
GENE-15627,NO,2.8,3,2.6,0.884,-0.2,1.11,-0.16,8.7e-01,1.0e+00,0.9998,4828,4,3,2,3,3.9,1
GENE-15630,NO,286.2,332,240.4,0.724,-0.5,0.33,-1.39,1.6e-01,1.0e+00,0.9998,4829,257.6,409.1,329.3,340.4,215.6,165.3
GENE-15634,NO,273.7,277.6,269.7,0.972,0,0.21,-0.2,8.4e-01,1.0e+00,0.9998,4830,251.6,263.8,317.4,267.2,270.8,271.2
GENE-15636,NO,5.8,6.3,5.3,0.837,-0.3,0.87,-0.3,7.7e-01,1.0e+00,0.9998,4831,5,5,9,2,3.9,9.9
GENE-15638,NO,27.4,29.8,25,0.84,-0.3,0.43,-0.59,5.5e-01,1.0e+00,0.9998,4832,25.8,23.9,39.8,31.7,22.6,20.8
GENE-15639,NO,3,2,3.9,1.991,1,1.26,0.79,4.3e-01,1.0e+00,0.9998,4833,3,3,0,4.9,1,5.9
GENE-15640,NO,89.7,98.3,81,0.824,-0.3,0.26,-1.07,2.8e-01,1.0e+00,0.9998,4834,104,99.5,91.5,79.2,71.9,92
GENE-15642,NO,288.1,279.9,296.4,1.059,0.1,0.23,0.36,7.2e-01,1.0e+00,0.9998,4835,269.5,262.8,307.4,338.4,306.2,244.5
GENE-15643,NO,243.8,246.4,241.1,0.978,0,0.24,-0.13,8.9e-01,1.0e+00,0.9998,4836,240.7,235.9,262.7,293.9,232.4,197
GENE-15646,NO,3.3,3.7,3,0.813,-0.3,0.99,-0.3,7.6e-01,1.0e+00,0.9998,4837,4,3,4,2,3.9,3
GENE-15649,NO,77,81.2,72.8,0.897,-0.2,0.28,-0.56,5.8e-01,1.0e+00,0.9998,4838,86.2,70.7,86.6,60.4,78.8,79.2
GENE-15650,NO,19.5,22.5,16.5,0.731,-0.5,0.47,-0.97,3.3e-01,1.0e+00,0.9998,4839,25.8,20.9,20.9,11.9,21.7,15.8
GENE-15657,NO,1954.4,1944.7,1964.1,1.01,0,0.27,0.05,9.6e-01,1.0e+00,0.9998,4840,2128,2049.6,1656.6,2228.3,2302.1,1361.9
GENE-15659,NO,27.9,25.9,29.9,1.16,0.2,0.41,0.52,6.0e-01,1.0e+00,0.9998,4841,18.8,30.9,27.9,23.7,31.5,34.6
GENE-15663,NO,139.5,135.5,143.6,1.06,0.1,0.23,0.37,7.1e-01,1.0e+00,0.9998,4842,138.7,148.3,119.4,142.5,141.8,146.5
GENE-15665,NO,1249.5,1267.7,1231.3,0.971,0,0.16,-0.25,8.0e-01,1.0e+00,0.9998,4843,1232.4,1273.2,1297.4,1170.5,1208.1,1315.4
GENE-15666,NO,3.5,3.3,3.6,1.093,0.1,0.98,0.13,9.0e-01,1.0e+00,0.9998,4844,2,5,3,3,3.9,4
GENE-15669,NO,42.8,47.1,38.5,0.819,-0.3,0.37,-0.77,4.4e-01,1.0e+00,0.9998,4845,47.6,48.8,44.8,27.7,54.2,33.7
GENE-15670,NO,4.8,4.7,5,1.065,0.1,0.84,0.11,9.1e-01,1.0e+00,0.9998,4846,4,6,4,4,6.9,4
GENE-15677,NO,1.8,2,1.7,0.83,-0.3,1.6,-0.17,8.7e-01,1.0e+00,0.9998,4847,3,3,0,2,0,3
GENE-15680,NO,2.6,2.3,3,1.277,0.4,1.33,0.26,7.9e-01,1.0e+00,0.9998,4848,0,4,3,5.9,2,1
GENE-15682,NO,13449.7,12898.8,14000.6,1.085,0.1,0.25,0.48,6.3e-01,1.0e+00,0.9998,4849,15437,12515.9,10743.4,14868.6,10960.9,16172.2
GENE-15683,NO,719.2,723.1,715.3,0.989,0,0.18,-0.09,9.3e-01,1.0e+00,0.9998,4850,706.4,785.4,677.6,706.5,699.1,740.3
GENE-15685,NO,50,50,50.1,1.001,0,0.36,0,1.0e+00,1.0e+00,0.9998,4851,50.5,50.8,48.8,69.3,36.4,44.5
GENE-15688,NO,957.5,995.3,919.7,0.924,-0.1,0.27,-0.42,6.8e-01,1.0e+00,0.9998,4852,1223.5,752.6,1009.9,817.3,795.6,1146.1
GENE-15689,NO,3677,3983.4,3370.5,0.846,-0.2,0.5,-0.48,6.3e-01,1.0e+00,0.9998,4853,7101.3,3139.7,1709.3,2933.7,5109.3,2068.5
GENE-15690,NO,209.6,210,209.2,0.996,0,0.25,-0.02,9.8e-01,1.0e+00,0.9998,4854,179.3,241.9,208.9,233.5,168.4,225.7
GENE-15691,NO,10.7,9.3,12.2,1.314,0.4,0.59,0.66,5.1e-01,1.0e+00,0.9998,4855,6.9,11,9.9,14.8,8.9,12.9
GENE-15695,NO,29.7,30.2,29.3,0.973,0,0.47,-0.08,9.3e-01,1.0e+00,0.9998,4856,34.7,26.9,28.9,47.5,18.7,21.8
GENE-15697,NO,1.7,1,2.3,2.32,1.2,1.55,0.78,4.3e-01,1.0e+00,0.9998,4857,0,1,2,2,1,4
GENE-15698,NO,3,4,2,0.497,-1,1.11,-0.91,3.6e-01,1.0e+00,0.9998,4858,5,2,5,2,1,3
GENE-15701,NO,367.1,389.4,344.8,0.885,-0.2,0.21,-0.84,4.0e-01,1.0e+00,0.9998,4859,446.8,346.4,375.1,342.4,369.2,322.7
GENE-15702,NO,145.9,185.4,106.5,0.574,-0.8,0.55,-1.44,1.5e-01,1.0e+00,0.9998,4860,274.4,198.1,83.6,133.6,35.4,150.4
GENE-15704,NO,211.4,231.1,191.7,0.829,-0.3,0.28,-0.97,3.3e-01,1.0e+00,0.9998,4861,282.3,232.9,178.1,219.7,154.6,200.9
GENE-15707,NO,7.4,8,6.9,0.869,-0.2,0.7,-0.29,7.7e-01,1.0e+00,0.9998,4862,6.9,9,8,6.9,9.8,4
GENE-15709,NO,45.7,45.4,46.1,1.016,0,0.38,0.06,9.5e-01,1.0e+00,0.9998,4863,49.5,53.8,32.8,46.5,33.5,58.4
GENE-15712,NO,6.6,7.3,5.9,0.813,-0.3,0.8,-0.37,7.1e-01,1.0e+00,0.9998,4864,3,12.9,6,5.9,4.9,6.9
GENE-15722,NO,72.5,74.2,70.8,0.954,-0.1,0.35,-0.2,8.4e-01,1.0e+00,0.9998,4865,82.2,72.7,67.7,47.5,98.5,66.3
GENE-15723,NO,1072.7,949.1,1196.3,1.261,0.3,0.31,1.09,2.8e-01,1.0e+00,0.9998,4866,1059.1,580.4,1207.9,1037.9,1233.7,1317.3
GENE-15724,NO,116.1,116.6,115.6,0.991,0,0.38,-0.03,9.7e-01,1.0e+00,0.9998,4867,111,127.4,111.4,165.2,122.1,59.4
GENE-15725,NO,4.8,5.3,4.3,0.807,-0.3,0.87,-0.36,7.2e-01,1.0e+00,0.9998,4868,5,5,6,4,6.9,2
GENE-15738,NO,593.3,581.1,605.6,1.042,0.1,0.23,0.26,8.0e-01,1.0e+00,0.9998,4869,731.1,513.7,498.5,635.2,606.5,575
GENE-15740,NO,168,175.9,160.1,0.91,-0.1,0.33,-0.41,6.8e-01,1.0e+00,0.9998,4870,129.8,187.1,210.9,145.5,117.2,217.7
GENE-15741,NO,1180.7,1258.5,1102.8,0.876,-0.2,0.17,-1.13,2.6e-01,1.0e+00,0.9998,4871,1347.3,1214.5,1213.8,1147.8,1111.6,1049.1
GENE-15742,NO,3.8,4.3,3.3,0.765,-0.4,1.2,-0.32,7.5e-01,1.0e+00,0.9998,4872,2,5,6,7.9,2,0
GENE-15752,NO,3,3,3,0.994,0,1.04,-0.01,9.9e-01,1.0e+00,0.9998,4873,2,3,4,3,3,3
GENE-15757,NO,43.9,50,37.9,0.757,-0.4,0.33,-1.21,2.3e-01,1.0e+00,0.9998,4874,50.5,45.8,53.7,35.6,32.5,45.5
GENE-15758,NO,274.2,259.4,289.1,1.115,0.2,0.21,0.75,4.5e-01,1.0e+00,0.9998,4875,237.8,282.7,257.7,289.9,315.1,262.3
GENE-15761,NO,673.2,709.4,637,0.898,-0.2,0.21,-0.72,4.7e-01,1.0e+00,0.9998,4876,755.9,771.5,600.9,702.5,551.4,657.2
GENE-15764,NO,280.9,288.4,273.3,0.948,-0.1,0.27,-0.28,7.8e-01,1.0e+00,0.9998,4877,350.7,199.1,315.4,261.2,269.8,289
GENE-15766,NO,97.9,82.2,113.6,1.382,0.5,0.64,0.73,4.6e-01,1.0e+00,0.9998,4878,16.8,57.7,172.1,140.5,101.4,99
GENE-15767,NO,191.4,189.1,193.6,1.024,0,0.23,0.15,8.8e-01,1.0e+00,0.9998,4879,222.9,181.2,163.2,188,183.1,209.8
GENE-15768,NO,2.3,3,1.7,0.552,-0.9,1.19,-0.72,4.7e-01,1.0e+00,0.9998,4880,3,3,3,1,2,2
GENE-15771,NO,81.5,95.4,67.5,0.708,-0.5,0.34,-1.46,1.4e-01,1.0e+00,0.9998,4881,81.2,106.5,98.5,95,48.2,59.4
GENE-15774,NO,45.4,46.7,44.1,0.945,-0.1,0.35,-0.23,8.2e-01,1.0e+00,0.9998,4882,38.6,44.8,56.7,38.6,38.4,55.4
GENE-15775,NO,41.5,47.7,35.2,0.739,-0.4,0.4,-1.09,2.7e-01,1.0e+00,0.9998,4883,44.6,33.8,64.7,25.7,38.4,41.6
GENE-15784,NO,3.1,3.7,2.7,0.723,-0.5,1.05,-0.45,6.6e-01,1.0e+00,0.9998,4884,3,2,6,3,3,2
GENE-15793,NO,576.6,671.5,481.7,0.717,-0.5,0.3,-1.62,1.1e-01,1.0e+00,0.9998,4885,563.7,564.4,886.5,354.2,519.9,571.1
GENE-15794,NO,785.6,748.9,822.3,1.098,0.1,0.18,0.77,4.4e-01,1.0e+00,0.9998,4886,778.7,689.9,778,870.7,791.6,804.7
GENE-15797,NO,2,2.7,1.3,0.497,-1,1.41,-0.71,4.8e-01,1.0e+00,0.9998,4887,3,4,1,2,2,0
GENE-15806,NO,99.8,111.7,87.9,0.787,-0.3,0.31,-1.12,2.6e-01,1.0e+00,0.9998,4888,87.2,104.5,143.3,71.2,102.4,90.1
GENE-15808,NO,201.8,192.8,210.8,1.093,0.1,0.21,0.61,5.4e-01,1.0e+00,0.9998,4889,189.2,179.2,209.9,219.7,196.9,215.8
GENE-15820,NO,1.5,2.3,0.7,0.285,-1.8,1.82,-1,3.2e-01,1.0e+00,0.9998,4890,4,3,0,1,0,1
GENE-15822,NO,764.8,718.4,811.2,1.129,0.2,0.21,0.85,4.0e-01,1.0e+00,0.9998,4891,760.9,599.3,795,884.6,769,779.9
GENE-15832,NO,4.6,5.3,3.9,0.746,-0.4,1,-0.42,6.7e-01,1.0e+00,0.9998,4892,3,3,9.9,4.9,1,5.9
GENE-15833,NO,1.3,0.3,2.3,6.48,2.7,1.88,1.44,1.5e-01,1.0e+00,0.9998,4893,0,0,1,4,1,2
GENE-15839,NO,121.4,120.6,122.1,1.013,0,0.24,0.08,9.4e-01,1.0e+00,0.9998,4894,112.9,130.4,118.4,111.8,133.9,120.7
GENE-15843,NO,10.9,11.9,9.9,0.829,-0.3,0.59,-0.46,6.5e-01,1.0e+00,0.9998,4895,11.9,11.9,11.9,10.9,5.9,12.9
GENE-15849,NO,96.1,93.8,98.4,1.05,0.1,0.3,0.24,8.1e-01,1.0e+00,0.9998,4896,99.1,74.7,107.5,87.1,122.1,86.1
GENE-15853,NO,519.8,544,495.6,0.911,-0.1,0.19,-0.72,4.7e-01,1.0e+00,0.9998,4897,493.4,571.4,567.1,480.9,477.5,528.5
GENE-15855,NO,50.7,42.4,58.9,1.39,0.5,0.31,1.54,1.2e-01,1.0e+00,0.9998,4898,40.6,39.8,46.8,52.4,64,60.4
GENE-15856,NO,523.6,722.2,324.9,0.45,-1.2,1.02,-1.13,2.6e-01,1.0e+00,0.9998,4899,305.1,1712.2,149.2,440.3,188.1,346.4
GENE-15859,NO,351.5,349.7,353.3,1.01,0,0.24,0.06,9.5e-01,1.0e+00,0.9998,4900,406.2,373.3,269.6,343.3,386,330.6
GENE-15860,NO,40.3,40.8,39.8,0.978,0,0.38,-0.09,9.3e-01,1.0e+00,0.9998,4901,28.7,50.8,42.8,34.6,35.4,49.5
GENE-15868,NO,29.1,52,6.3,0.12,-3.1,2.65,-1.15,2.5e-01,1.0e+00,0.9998,4902,38.6,0,117.4,17.8,1,0
GENE-15875,NO,8.1,7.6,8.6,1.125,0.2,0.73,0.23,8.2e-01,1.0e+00,0.9998,4903,8.9,9,5,13.9,3.9,7.9
GENE-15878,NO,343.3,332.8,353.9,1.063,0.1,0.41,0.21,8.3e-01,1.0e+00,0.9998,4904,217,562.4,218.9,311.7,455.9,294
GENE-15883,NO,1851.4,1806,1896.9,1.05,0.1,0.18,0.39,6.9e-01,1.0e+00,0.9998,4905,1682.2,1808.7,1927.2,1943.3,1699.5,2047.8
GENE-15889,NO,393.1,408.6,377.5,0.924,-0.1,0.35,-0.32,7.5e-01,1.0e+00,0.9998,4906,504.3,354.4,367.1,256.3,302.3,574
GENE-15894,NO,2135.3,1903.5,2367.2,1.244,0.3,0.57,0.56,5.8e-01,1.0e+00,0.9998,4907,1763.4,2195,1752.1,788.6,1249.5,5063.5
GENE-15897,NO,10.6,9.9,11.2,1.126,0.2,0.71,0.24,8.1e-01,1.0e+00,0.9998,4908,5.9,5,18.9,8.9,14.8,9.9
GENE-15905,NO,2.5,2,3,1.49,0.6,1.27,0.45,6.5e-01,1.0e+00,0.9998,4909,0,2,4,4,3,2
GENE-15910,NO,96.3,96.1,96.5,1.004,0,0.38,0.02,9.9e-01,1.0e+00,0.9998,4910,87.2,102.5,98.5,133.6,106.3,49.5
GENE-15914,NO,21.6,17.5,25.6,1.463,0.5,0.68,0.81,4.2e-01,1.0e+00,0.9998,4911,26.7,17.9,8,34.6,35.4,6.9
GENE-15921,NO,2,3.3,0.7,0.199,-2.3,1.51,-1.54,1.2e-01,1.0e+00,0.9998,4912,4,2,4,1,0,1
GENE-15923,NO,1720.3,1723.2,1717.4,0.997,0,0.25,-0.02,9.9e-01,1.0e+00,0.9998,4913,1642.6,1511.1,2015.8,1823.6,1280,2048.7
GENE-15924,NO,150.4,151,149.8,0.992,0,0.29,-0.04,9.7e-01,1.0e+00,0.9998,4914,173.4,167.2,112.4,120.7,173.3,155.4
GENE-15933,NO,11.1,12,10.2,0.857,-0.2,0.62,-0.36,7.2e-01,1.0e+00,0.9998,4915,15.9,11,9,6.9,7.9,15.8
GENE-15938,NO,1397.4,1285.7,1509.1,1.174,0.2,0.19,1.23,2.2e-01,1.0e+00,0.9998,4916,1194.8,1436.4,1225.8,1488.1,1388.3,1650.9
GENE-15941,NO,9.2,8,10.6,1.326,0.4,0.64,0.63,5.3e-01,1.0e+00,0.9998,4917,9.9,8,6,10.9,6.9,13.9
GENE-15944,NO,169.6,164.1,175.2,1.068,0.1,0.36,0.26,8.0e-01,1.0e+00,0.9998,4918,87.2,229,176.1,171.2,192,162.3
GENE-15945,NO,192.2,184.1,200.2,1.087,0.1,0.27,0.45,6.5e-01,1.0e+00,0.9998,4919,193.2,189.1,170.1,227.6,228.4,144.5
GENE-15949,NO,4.8,5.3,4.3,0.808,-0.3,0.99,-0.31,7.6e-01,1.0e+00,0.9998,4920,4,2,9.9,2,3,7.9
GENE-15953,NO,5.9,6,5.9,0.994,0,0.88,-0.01,9.9e-01,1.0e+00,0.9998,4921,6.9,6,5,9.9,6.9,1
GENE-15956,NO,46.4,45,47.8,1.061,0.1,0.36,0.23,8.2e-01,1.0e+00,0.9998,4922,48.5,42.8,43.8,60.4,31.5,51.5
GENE-15957,NO,36.3,33.8,38.8,1.15,0.2,0.41,0.49,6.2e-01,1.0e+00,0.9998,4923,39.6,27.9,33.8,23.7,49.2,43.5
GENE-15959,NO,5.9,6.6,5.3,0.795,-0.3,0.77,-0.43,6.7e-01,1.0e+00,0.9998,4924,8.9,5,6,4,6.9,4.9
GENE-15962,NO,215.6,252.5,178.7,0.708,-0.5,0.31,-1.61,1.1e-01,1.0e+00,0.9998,4925,172.4,308.6,276.6,177.1,216.6,142.5
GENE-15971,NO,44.9,49.4,40.5,0.821,-0.3,0.34,-0.84,4.0e-01,1.0e+00,0.9998,4926,48.5,52.8,46.8,49.5,30.5,41.6
GENE-15972,NO,215.2,214.2,216.3,1.01,0,0.31,0.04,9.6e-01,1.0e+00,0.9998,4927,273.4,158.3,210.9,169.2,276.7,202.9
GENE-15974,NO,1008.3,992.4,1024.2,1.032,0,0.23,0.2,8.4e-01,1.0e+00,0.9998,4928,940.2,881,1156.1,873.7,1216,982.8
GENE-15988,NO,720.7,735,706.4,0.961,-0.1,0.18,-0.32,7.5e-01,1.0e+00,0.9998,4929,735.1,725.7,744.2,777.7,668.6,673
GENE-15990,NO,423.7,426.5,420.9,0.987,0,0.29,-0.07,9.5e-01,1.0e+00,0.9998,4930,522.1,341.4,415.9,311.7,428.3,522.6
GENE-15992,NO,5.1,4,6.2,1.574,0.7,0.87,0.76,4.5e-01,1.0e+00,0.9998,4931,2,4,6,5.9,3.9,8.9
GENE-15993,NO,21.3,21.5,21.1,0.979,0,0.48,-0.06,9.5e-01,1.0e+00,0.9998,4932,28.7,15.9,19.9,27.7,20.7,14.8
GENE-15995,NO,138.7,129.2,148.2,1.147,0.2,0.27,0.72,4.7e-01,1.0e+00,0.9998,4933,108,138.4,141.3,164.3,165.4,114.8
GENE-15997,NO,77.4,81.1,73.8,0.91,-0.1,0.34,-0.4,6.9e-01,1.0e+00,0.9998,4934,110,60.7,72.6,80.1,59.1,82.1
GENE-16005,NO,356.7,342.1,371.2,1.085,0.1,0.3,0.4,6.9e-01,1.0e+00,0.9998,4935,407.2,338.5,280.6,286.9,502.2,324.6
GENE-16007,NO,1899.3,1911,1887.6,0.988,0,0.22,-0.08,9.4e-01,1.0e+00,0.9998,4936,2261.8,1738.1,1733.2,1596,2099.2,1967.6
GENE-16012,NO,1187.3,1271.1,1103.5,0.868,-0.2,0.19,-1.1,2.7e-01,1.0e+00,0.9998,4937,1393.9,1183.6,1235.7,999.4,1117.6,1193.6
GENE-16016,NO,29.6,30.1,29,0.962,-0.1,0.4,-0.14,8.9e-01,1.0e+00,0.9998,4938,35.7,24.9,29.8,34.6,22.6,29.7
GENE-16018,NO,358.5,315.6,401.3,1.271,0.3,0.23,1.49,1.4e-01,1.0e+00,0.9998,4939,326.9,304.6,315.4,322.6,483.5,397.9
