name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-15677,NO,1,3,3,0,2,0,3
GENE-15678,NO,1,0,0,0,0,0,0
GENE-15679,NO,1,0,0,0,0,0,1
GENE-15680,NO,1,0,4,3,6,2,1
GENE-15681,NO,1,0,0,0,0,0,0
GENE-15682,NO,1,15582,12573,10798,15027,11132,16340
GENE-15683,NO,1,713,789,681,714,710,748
GENE-15684,NO,1,0,0,0,0,0,0
GENE-15685,NO,1,51,51,49,70,37,45
GENE-15686,NO,1,0,0,0,0,0,0
GENE-15687,NO,1,19,9,11,27,18,28
GENE-15688,NO,1,1235,756,1015,826,808,1158
GENE-15689,NO,1,7168,3154,1718,2965,5189,2090
GENE-15690,NO,1,181,243,210,236,171,228
GENE-15691,NO,1,7,11,10,15,9,13
GENE-15692,NO,1,0,0,0,0,0,0
GENE-15693,NO,1,0,0,0,0,0,0
GENE-15694,NO,1,0,0,0,0,0,0
GENE-15695,NO,1,35,27,29,48,19,22
GENE-15696,NO,1,0,0,0,0,0,0
GENE-15697,NO,1,0,1,2,2,1,4
GENE-15698,NO,1,5,2,5,2,1,3
GENE-15699,NO,1,0,0,0,0,0,0
GENE-15700,NO,1,0,0,0,0,0,0
GENE-15701,NO,1,451,348,377,346,375,326
GENE-15702,NO,1,277,199,84,135,36,152
GENE-15703,YES,1,0,0,0,0,0,0
GENE-15704,NO,1,285,234,179,222,157,203
GENE-15705,NO,1,0,0,0,0,0,0
GENE-15706,NO,1,0,0,0,0,0,0
GENE-15707,NO,1,7,9,8,7,10,4
GENE-15708,NO,1,0,0,0,0,0,0
GENE-15709,NO,1,50,54,33,47,34,59
GENE-15710,NO,1,0,0,0,0,0,0
GENE-15711,YES,1,0,0,0,0,0,0
GENE-15712,NO,1,3,13,6,6,5,7
GENE-15713,NO,1,0,0,0,0,0,0
GENE-15714,NO,1,0,0,0,1,0,0
GENE-15715,YES,1,0,0,0,0,0,0
GENE-15716,NO,1,0,0,0,0,0,0
GENE-15717,NO,1,0,0,0,0,0,0
GENE-15718,YES,1,0,0,0,0,0,0
GENE-15719,NO,1,0,0,0,0,0,0
GENE-15720,NO,1,0,0,0,0,0,0
GENE-15721,NO,1,0,0,0,0,0,0
GENE-15722,NO,1,83,73,68,48,100,67
GENE-15723,NO,1,1069,583,1214,1049,1253,1331
GENE-15724,NO,1,112,128,112,167,124,60
GENE-15725,NO,1,5,5,6,4,7,2
GENE-15726,NO,1,0,0,0,0,0,0
GENE-15727,NO,1,0,0,0,0,0,0
GENE-15728,NO,1,0,0,0,0,0,0
GENE-15729,NO,1,0,0,0,1,0,1
GENE-15730,NO,1,0,0,0,0,0,0
GENE-15731,NO,1,0,0,0,0,0,0
GENE-15732,NO,1,0,0,0,0,0,0
GENE-15733,NO,1,0,0,0,0,0,0
GENE-15734,NO,1,0,0,0,0,0,0
GENE-15735,NO,1,0,0,0,0,0,0
GENE-15736,NO,1,0,0,0,0,0,0
GENE-15737,NO,1,0,0,0,0,0,0
GENE-15738,NO,1,738,516,501,642,616,581
GENE-15739,NO,1,0,0,0,0,0,0
GENE-15740,NO,1,131,188,212,147,119,220
GENE-15741,NO,1,1360,1220,1220,1160,1129,1060
GENE-15742,NO,1,2,5,6,8,2,0
GENE-15743,NO,1,0,0,0,0,0,0
GENE-15744,NO,1,0,0,0,0,0,0
GENE-15745,YES,1,0,0,0,0,0,0
GENE-15746,YES,1,1,2,2,0,0,0
GENE-15747,NO,1,0,0,0,0,0,0
GENE-15748,NO,1,0,0,0,0,0,0
GENE-15749,NO,1,0,0,0,0,0,0
GENE-15750,NO,1,0,0,0,0,0,0
GENE-15751,NO,1,0,0,0,0,0,0
GENE-15752,NO,1,2,3,4,3,3,3
GENE-15753,NO,1,0,0,0,0,0,0
GENE-15754,NO,1,0,0,0,0,0,0
GENE-15755,NO,1,0,0,0,0,0,2
GENE-15756,NO,1,0,0,0,0,0,0
GENE-15757,NO,1,51,46,54,36,33,46
GENE-15758,NO,1,240,284,259,293,320,265
GENE-15759,NO,1,2,0,0,0,0,1
GENE-15760,NO,1,0,0,0,0,0,0
GENE-15761,NO,1,763,775,604,710,560,664
GENE-15762,NO,1,1,0,0,0,0,0
GENE-15763,NO,1,2,0,0,1,0,2
GENE-15764,NO,1,354,200,317,264,274,292
GENE-15765,NO,1,0,0,0,0,0,0
GENE-15766,NO,1,17,58,173,142,103,100
GENE-15767,NO,1,225,182,164,190,186,212
GENE-15768,NO,1,3,3,3,1,2,2
GENE-15769,NO,1,0,0,0,0,0,0
GENE-15770,NO,1,0,0,0,0,0,0
GENE-15771,NO,1,82,107,99,96,49,60
GENE-15772,NO,1,0,0,0,0,0,0
GENE-15773,NO,1,15,18,11,35,23,26
GENE-15774,NO,1,39,45,57,39,39,56
GENE-15775,NO,1,45,34,65,26,39,42
GENE-15776,NO,1,0,0,0,0,0,0
GENE-15778,NO,1,0,0,0,0,0,0
GENE-15779,NO,1,0,0,0,0,0,0
GENE-15780,NO,1,0,0,0,0,0,0
GENE-15781,NO,1,0,0,0,0,0,0
GENE-15782,NO,1,0,0,0,0,0,0
GENE-15783,NO,1,0,0,0,0,0,0
GENE-15784,NO,1,3,2,6,3,3,2
GENE-15785,NO,1,0,0,0,0,0,0
GENE-15786,NO,1,0,0,0,0,0,0
GENE-15787,NO,1,0,0,0,0,0,0
GENE-15788,NO,1,0,0,0,0,0,0
GENE-15789,NO,1,0,0,0,0,0,0
GENE-15790,NO,1,0,0,0,0,0,0
GENE-15791,NO,1,0,0,0,0,0,0
GENE-15792,NO,1,0,0,0,0,0,0
GENE-15793,NO,1,569,567,891,358,528,577
GENE-15794,NO,1,786,693,782,880,804,813
GENE-15795,NO,1,0,0,0,0,0,0
GENE-15796,NO,1,0,0,0,0,0,0
GENE-15797,NO,1,3,4,1,2,2,0
GENE-15798,NO,1,0,0,0,0,0,0
GENE-15799,NO,1,0,0,0,0,0,0
GENE-15800,NO,1,0,0,0,0,0,0
GENE-15801,NO,1,0,0,0,0,0,0
GENE-15802,NO,1,0,0,0,0,0,0
GENE-15803,NO,1,0,0,0,0,0,0
GENE-15804,NO,1,0,0,0,0,0,0
GENE-15805,NO,1,0,0,0,0,0,0
GENE-15806,NO,1,88,105,144,72,104,91
GENE-15807,NO,1,0,0,0,0,0,0
GENE-15808,NO,1,191,180,211,222,200,218
GENE-15809,NO,1,0,0,0,0,0,0
GENE-15810,NO,1,0,0,0,0,0,0
GENE-15811,NO,1,0,0,0,0,0,0
GENE-15812,NO,1,0,0,0,0,0,0
GENE-15813,NO,1,0,0,0,0,0,0
GENE-15814,NO,1,0,0,0,0,0,0
GENE-15815,NO,1,0,0,0,0,0,0
GENE-15816,NO,1,0,0,0,0,0,0
GENE-15817,NO,1,0,0,0,0,0,0
GENE-15818,NO,1,0,0,0,0,0,0
GENE-15819,NO,1,0,0,0,0,0,0
GENE-15820,NO,1,4,3,0,1,0,1
GENE-15821,NO,1,0,0,0,0,0,0
GENE-15822,NO,1,768,602,799,894,781,788
GENE-15823,NO,1,0,0,0,0,0,0
GENE-15824,NO,1,0,0,0,0,0,0
GENE-15825,NO,1,0,0,0,0,0,0
GENE-15826,YES,1,0,0,0,0,0,0
GENE-15827,NO,1,0,0,0,0,0,0
GENE-15828,NO,1,0,0,0,0,0,0
GENE-15829,NO,1,0,0,0,0,0,0
GENE-15830,YES,1,0,0,0,0,0,0
GENE-15831,NO,1,303,299,463,304,221,229
GENE-15832,NO,1,3,3,10,5,1,6
GENE-15833,NO,1,0,0,1,4,1,2
GENE-15834,YES,1,0,0,0,0,0,0
GENE-15835,NO,1,0,0,0,0,0,0
GENE-15836,NO,1,0,0,0,0,0,0
GENE-15837,NO,1,0,0,0,0,0,0
GENE-15838,NO,1,0,0,0,0,0,0
GENE-15839,NO,1,114,131,119,113,136,122
GENE-15840,NO,1,0,0,0,0,0,0
GENE-15841,NO,1,0,0,0,0,0,0
GENE-15842,NO,1,0,0,0,0,0,0
GENE-15843,NO,1,12,12,12,11,6,13
GENE-15844,NO,1,0,0,0,0,0,0
GENE-15845,NO,1,0,0,0,0,0,0
GENE-15846,NO,1,0,0,0,0,0,0
GENE-15847,NO,1,0,0,0,0,0,0
GENE-15848,NO,1,0,0,0,0,0,0
GENE-15849,NO,1,100,75,108,88,124,87
GENE-15850,NO,1,0,0,0,0,0,0
GENE-15851,NO,1,0,0,0,0,0,0
GENE-15852,NO,1,0,0,0,0,0,0
GENE-15853,NO,1,498,574,570,486,485,534
GENE-15854,NO,1,1,1,3,13,4,3
GENE-15855,NO,1,41,40,47,53,65,61
GENE-15856,NO,1,308,1720,150,445,191,350
GENE-15857,NO,1,0,0,0,0,0,0
GENE-15858,NO,1,0,0,0,0,0,0
GENE-15859,NO,1,410,375,271,347,392,334
GENE-15860,NO,1,29,51,43,35,36,50
GENE-15861,NO,1,0,0,0,0,0,0
GENE-15862,NO,1,0,0,0,0,0,0
GENE-15863,NO,1,0,0,0,0,0,0
GENE-15864,NO,1,0,0,0,0,0,0
GENE-15865,NO,1,0,0,0,0,0,0
GENE-15866,NO,1,0,0,0,0,0,0
GENE-15867,YES,1,0,0,0,0,0,0
GENE-15868,NO,1,39,0,118,18,1,0
GENE-15869,NO,1,0,0,0,0,0,0
GENE-15870,NO,1,0,0,0,0,0,0
GENE-15871,NO,1,0,1,0,0,0,0
GENE-15872,NO,1,0,0,0,0,0,0
GENE-15873,NO,1,0,0,0,0,0,0
GENE-15874,NO,1,0,0,0,0,0,0
GENE-15875,NO,1,9,9,5,14,4,8
GENE-15876,NO,1,0,0,0,0,0,0
GENE-15877,NO,1,0,0,0,0,0,0
GENE-15878,NO,1,219,565,220,315,463,297
GENE-15879,NO,1,0,0,0,0,0,0
GENE-15880,NO,1,0,0,0,0,0,0
GENE-15881,NO,1,0,0,0,0,0,0
GENE-15882,NO,1,0,0,0,0,0,0
GENE-15883,NO,1,1698,1817,1937,1964,1726,2069
GENE-15884,NO,1,0,0,0,0,0,0
GENE-15885,NO,1,0,0,0,0,0,0
GENE-15886,NO,1,0,0,0,146,0,0
GENE-15887,NO,1,0,0,0,0,0,0
GENE-15888,NO,1,0,0,0,0,0,0
GENE-15889,NO,1,509,356,369,259,307,580
GENE-15890,NO,1,0,0,0,0,0,0
GENE-15891,NO,1,0,0,0,0,0,0
GENE-15892,NO,1,0,0,0,0,0,0
GENE-15893,NO,1,0,0,0,0,0,0
GENE-15894,NO,1,1780,2205,1761,797,1269,5116
GENE-15895,NO,1,0,0,0,0,0,0
GENE-15896,NO,1,0,0,0,0,0,0
GENE-15897,NO,1,6,5,19,9,15,10
GENE-15898,NO,1,0,0,0,0,0,0
GENE-15899,NO,1,0,0,0,0,0,0
GENE-15900,NO,1,0,0,0,0,0,0
GENE-15901,NO,1,0,0,0,0,0,0
GENE-15902,NO,1,0,0,0,0,0,0
GENE-15903,NO,1,0,0,0,0,0,0
GENE-15904,NO,1,0,0,0,0,0,0
GENE-15905,NO,1,0,2,4,4,3,2
GENE-15906,NO,1,0,0,1,0,1,1
GENE-15908,NO,1,0,0,0,0,0,0
GENE-15909,YES,1,0,0,0,0,0,0
GENE-15910,NO,1,88,103,99,135,108,50
GENE-15911,NO,1,0,0,0,0,0,0
GENE-15912,NO,1,0,0,0,0,0,0
GENE-15913,NO,1,0,0,0,0,0,0
GENE-15914,NO,1,27,18,8,35,36,7
GENE-15915,NO,1,0,0,0,0,0,0
GENE-15916,NO,1,0,0,0,0,0,0
GENE-15917,NO,1,0,0,1,3,0,2
GENE-15918,NO,1,0,0,0,0,0,0
GENE-15919,NO,1,0,0,0,0,0,0
GENE-15920,NO,1,0,0,0,0,0,0
GENE-15921,NO,1,4,2,4,1,0,1
GENE-15922,NO,1,0,0,0,0,0,0
GENE-15923,NO,1,1658,1518,2026,1843,1300,2070
GENE-15924,NO,1,175,168,113,122,176,157
GENE-15925,NO,1,0,0,0,0,0,0
GENE-15926,NO,1,0,0,0,0,0,0
GENE-15927,NO,1,0,0,0,0,0,0
GENE-15928,NO,1,0,0,0,0,0,0
GENE-15929,YES,1,0,0,0,0,0,0
GENE-15930,NO,1,0,0,0,0,0,0
GENE-15931,NO,1,0,0,0,0,0,0
GENE-15932,NO,1,0,0,0,0,0,0
GENE-15933,NO,1,16,11,9,7,8,16
GENE-15934,NO,1,0,0,0,0,0,0
GENE-15935,NO,1,0,0,0,0,0,0
GENE-15936,NO,1,0,0,0,0,0,0
GENE-15937,NO,1,1,0,0,0,0,0
GENE-15938,NO,1,1206,1443,1232,1504,1410,1668
GENE-15939,NO,1,0,0,0,0,0,0
GENE-15940,NO,1,0,0,0,0,0,0
GENE-15941,NO,1,10,8,6,11,7,14
GENE-15942,NO,1,0,0,0,0,0,0
GENE-15943,NO,1,0,0,0,0,0,0
GENE-15944,NO,1,88,230,177,173,195,164
GENE-15945,NO,1,195,190,171,230,232,146
GENE-15946,NO,1,0,0,0,0,0,0
GENE-15947,NO,1,0,0,0,0,0,0
GENE-15948,NO,1,0,0,0,0,0,0
GENE-15949,NO,1,4,2,10,2,3,8
GENE-15950,NO,1,0,0,0,0,0,0
GENE-15951,NO,1,0,0,0,0,0,0
GENE-15952,NO,1,0,0,0,0,0,0
GENE-15953,NO,1,7,6,5,10,7,1
GENE-15954,NO,1,0,0,0,0,0,0
GENE-15955,NO,1,0,0,0,0,0,0
GENE-15956,NO,1,49,43,44,61,32,52
GENE-15957,NO,1,40,28,34,24,50,44
GENE-15958,YES,1,0,0,0,0,0,0
GENE-15959,NO,1,9,5,6,4,7,5
GENE-15960,NO,1,0,0,0,0,0,0
GENE-15961,NO,1,0,0,0,0,0,0
GENE-15962,NO,1,174,310,278,179,220,144
GENE-15963,NO,1,0,0,0,0,0,0
GENE-15964,NO,1,12,34,38,16,10,13
GENE-15965,NO,1,0,0,0,0,0,0
GENE-15966,NO,1,0,0,0,0,0,0
GENE-15967,NO,1,0,0,0,0,0,0
GENE-15968,NO,1,0,0,0,0,0,0
GENE-15969,NO,1,0,0,0,0,0,0
GENE-15970,NO,1,0,1,2,1,1,2
GENE-15971,NO,1,49,53,47,50,31,42
GENE-15972,NO,1,276,159,212,171,281,205
GENE-15973,NO,1,0,0,0,0,0,0
GENE-15974,NO,1,949,885,1162,883,1235,993
GENE-15975,NO,1,0,0,0,0,0,0
GENE-15976,NO,1,0,0,0,0,0,0
GENE-15977,NO,1,0,0,0,0,0,0
GENE-15978,NO,1,0,0,0,0,0,0
GENE-15979,NO,1,0,0,0,0,1,1
GENE-15980,NO,1,0,0,0,0,0,0
GENE-15981,NO,1,0,0,0,0,0,0
GENE-15982,NO,1,0,0,0,0,0,0
GENE-15983,NO,1,0,0,0,0,0,0
GENE-15984,YES,1,0,1,0,0,0,4
GENE-15985,NO,1,0,0,0,0,0,0
GENE-15986,NO,1,0,0,0,0,0,0
GENE-15987,NO,1,0,0,0,0,0,0
GENE-15988,NO,1,742,729,748,786,679,680
GENE-15989,NO,1,0,0,0,0,0,0
GENE-15990,NO,1,527,343,418,315,435,528
GENE-15991,NO,1,0,0,0,0,0,0
GENE-15992,NO,1,2,4,6,6,4,9
GENE-15993,NO,1,29,16,20,28,21,15
GENE-15994,NO,1,0,0,0,0,0,0
GENE-15995,NO,1,109,139,142,166,168,116
GENE-15996,NO,1,0,0,0,0,0,0
GENE-15997,NO,1,111,61,73,81,60,83
GENE-15998,NO,1,0,0,0,0,0,0
GENE-15999,NO,1,0,0,0,0,0,0
GENE-16000,NO,1,0,0,0,0,0,0
GENE-16001,NO,1,0,0,0,0,0,0
GENE-16002,NO,1,0,0,0,0,0,0
GENE-16003,NO,1,0,0,0,0,0,0
GENE-16004,NO,1,0,0,0,0,0,0
GENE-16005,NO,1,411,340,282,290,510,328
GENE-16006,NO,1,0,0,0,0,0,0
GENE-16007,NO,1,2283,1746,1742,1613,2132,1988
GENE-16008,NO,1,0,0,0,0,0,0
GENE-16009,NO,1,0,0,0,0,0,0
GENE-16010,NO,1,0,0,0,0,0,0
GENE-16011,NO,1,0,0,0,0,0,0
GENE-16012,NO,1,1407,1189,1242,1010,1135,1206
GENE-16013,NO,1,0,0,0,0,0,0
GENE-16014,NO,1,0,0,0,0,0,0
GENE-16015,NO,1,0,0,0,0,0,0
GENE-16016,NO,1,36,25,30,35,23,30
GENE-16017,NO,1,0,0,0,0,0,0
GENE-16018,NO,1,330,306,317,326,491,402
GENE-16019,NO,1,0,0,0,0,0,0
GENE-16020,NO,1,0,0,0,0,0,0
GENE-16021,NO,1,0,0,0,0,0,0
GENE-16022,NO,1,7122,8369,4697,10194,10208,11785
GENE-16023,NO,1,123,29,88,126,46,122
GENE-16024,NO,1,0,0,0,0,0,0
GENE-16025,NO,1,0,0,0,0,0,0
GENE-16026,NO,1,0,0,0,0,0,0
GENE-16027,NO,1,14,14,12,18,20,12
GENE-16028,NO,1,162,206,204,170,178,151
GENE-16029,NO,1,0,0,0,0,0,0
GENE-16030,NO,1,1,0,2,1,0,2
GENE-16031,NO,1,0,0,0,0,0,0
GENE-16032,NO,1,0,0,0,0,0,0
GENE-16033,NO,1,118,123,129,171,132,135
GENE-16034,NO,1,0,1,0,0,0,0
GENE-16035,NO,1,0,0,0,0,0,0
GENE-16036,NO,1,0,0,0,0,0,0
GENE-16037,NO,1,20,14,15,20,7,27
GENE-16038,NO,1,0,0,0,0,0,0
GENE-16039,NO,1,0,0,0,0,0,0
GENE-16040,NO,1,5152,4181,4310,3989,3063,3372
GENE-16041,NO,1,0,0,0,0,0,0
GENE-16042,NO,1,0,0,0,0,0,0
GENE-16043,NO,1,0,0,0,0,0,0
GENE-16044,NO,1,0,0,0,0,0,0
GENE-16045,NO,1,164,143,224,162,157,168
GENE-16046,NO,1,46,48,31,21,32,47
GENE-16047,NO,1,0,0,0,0,0,0
GENE-16048,NO,1,227,214,191,197,204,240
GENE-16049,NO,1,0,0,0,0,0,0
GENE-16050,NO,1,0,0,0,0,0,0
GENE-16051,NO,1,0,0,0,0,0,0
GENE-16052,NO,1,2,2,1,2,2,0
GENE-16053,NO,1,0,0,0,1,0,0
GENE-16054,NO,1,0,0,0,0,0,0
GENE-16055,NO,1,0,0,0,0,0,0
GENE-16056,NO,1,0,0,0,0,0,0
GENE-16057,NO,1,0,0,0,0,0,0
GENE-16058,NO,1,0,0,0,0,0,0
GENE-16059,NO,1,0,0,0,0,0,0
GENE-16060,NO,1,0,0,0,0,0,0
GENE-16061,NO,1,0,0,0,0,0,0
GENE-16062,NO,1,13,23,18,22,17,24
GENE-16063,NO,1,0,0,0,0,0,0
GENE-16064,NO,1,0,0,0,0,0,0
GENE-16065,NO,1,194,185,170,225,178,230
GENE-16066,NO,1,0,0,0,0,0,0
GENE-16067,NO,1,578,295,358,355,711,821
GENE-16068,YES,1,0,0,0,0,0,0
GENE-16069,NO,1,0,0,0,0,0,0
GENE-16070,NO,1,4112,5638,4832,5687,5185,5746
GENE-16071,NO,1,0,0,0,0,0,0
GENE-16072,NO,1,0,0,0,0,0,0
GENE-16073,NO,1,831,1021,896,819,743,943
GENE-16074,NO,1,0,0,0,0,0,0
GENE-16075,YES,1,0,0,0,0,0,0
GENE-16076,NO,1,0,0,0,0,0,0
GENE-16077,NO,1,0,0,0,0,0,0
GENE-16078,NO,1,0,0,0,0,0,0
GENE-16079,NO,1,0,0,0,0,0,0
GENE-16080,NO,1,0,0,0,0,0,0
GENE-16081,NO,1,0,0,0,0,0,0
GENE-16082,NO,1,0,0,0,0,0,0
GENE-16083,NO,1,0,0,0,0,0,0
GENE-16084,NO,1,14,7,18,17,12,27
GENE-16085,NO,1,0,0,0,0,0,0
GENE-16086,NO,1,1008,839,842,849,1001,1315
GENE-16087,NO,1,0,0,0,0,0,0
GENE-16088,NO,1,29,30,29,12,20,25
GENE-16089,NO,1,95,75,62,85,71,58
GENE-16090,NO,1,0,0,0,0,0,0
GENE-16091,NO,1,0,0,0,0,0,0
GENE-16092,NO,1,0,0,0,0,0,0
GENE-16093,NO,1,0,0,0,0,0,0
GENE-16094,NO,1,0,0,0,0,0,0
GENE-16095,NO,1,0,0,0,0,0,0
GENE-16096,NO,1,0,0,0,0,0,0
GENE-16097,NO,1,0,0,0,0,0,0
GENE-16098,NO,1,0,0,0,0,0,0
GENE-16099,NO,1,4,4,4,14,1,1
GENE-16100,NO,1,0,0,0,0,0,0
GENE-16101,NO,1,0,0,0,0,0,0
GENE-16102,NO,1,0,0,0,0,0,0
GENE-16103,NO,1,111,71,81,80,79,78
GENE-16104,NO,1,0,0,0,0,0,0
GENE-16105,NO,1,0,0,0,0,0,0
GENE-16106,NO,1,0,0,0,0,0,0
GENE-16107,NO,1,0,0,0,0,0,0
GENE-16108,NO,1,8,21,13,18,15,16
GENE-16109,NO,1,4,5,9,4,3,3
GENE-16110,NO,1,55,43,58,76,36,55
GENE-16111,NO,1,69,172,104,123,139,108
GENE-16112,NO,1,0,0,0,0,0,0
GENE-16113,NO,1,0,0,0,0,0,0
GENE-16114,NO,1,0,0,0,0,0,0
GENE-16115,NO,1,0,0,0,0,0,0
GENE-16116,NO,1,82,79,96,78,58,69
GENE-16117,NO,1,0,0,0,0,0,0
GENE-16118,NO,1,1309,995,1292,1281,1388,1163
GENE-16119,NO,1,0,0,0,0,0,0
GENE-16120,NO,1,0,0,0,0,0,0
GENE-16121,NO,1,43,31,38,36,35,33
GENE-16122,NO,1,31,49,25,33,15,54
GENE-16123,NO,1,0,0,0,0,0,0
GENE-16124,NO,1,12,5,11,5,7,5
GENE-16125,NO,1,5455,2929,8719,7980,8642,10056
GENE-16126,NO,1,183,72,170,119,184,128
GENE-16127,NO,1,248,220,225,192,246,261
GENE-16128,NO,1,766,691,661,725,567,791
GENE-16129,NO,1,0,0,0,0,0,0
GENE-16131,NO,1,0,0,0,0,0,0
GENE-16132,NO,1,0,0,0,0,0,0
GENE-16133,NO,1,340,336,300,311,285,327
GENE-16134,NO,1,2,0,2,4,7,1
GENE-16135,NO,1,0,0,0,0,0,0
GENE-16136,NO,1,0,0,0,0,0,0
GENE-16137,NO,1,1,0,0,0,0,0
GENE-16138,NO,1,0,0,2,1,0,1
GENE-16139,NO,1,0,0,0,0,0,0
GENE-16140,NO,1,32,39,10,24,35,23
GENE-16141,NO,1,0,0,0,0,0,0
GENE-16142,NO,1,634,592,758,702,625,787
GENE-16143,NO,1,234,241,167,217,248,214
GENE-16144,NO,1,48,51,64,31,54,94
GENE-16145,NO,1,22,17,29,28,26,29
GENE-16146,NO,1,0,0,0,0,0,0
GENE-16147,NO,1,1033,919,854,976,1100,946
GENE-16148,NO,1,71,102,46,92,96,121
GENE-16149,NO,1,0,0,0,0,0,0
GENE-16150,NO,1,0,0,0,0,0,0
GENE-16151,NO,1,11,8,5,6,9,10
GENE-16152,NO,1,0,0,0,0,0,0
GENE-16153,NO,1,0,0,0,0,0,0
GENE-16154,NO,1,66,58,67,66,65,94
GENE-16155,NO,1,0,0,0,0,0,0
GENE-16156,NO,1,728,371,646,202,222,446
GENE-16157,NO,1,0,0,0,0,0,0
GENE-16158,NO,1,0,0,0,0,0,0
GENE-16159,NO,1,0,0,0,0,0,0
GENE-16160,NO,1,0,0,0,0,0,0
GENE-16161,NO,1,13,6,9,13,14,7
GENE-16162,NO,1,0,0,0,0,0,0
GENE-16163,NO,1,0,0,0,0,0,0
GENE-16164,NO,1,15,17,9,15,14,17
GENE-16165,NO,1,15,14,13,16,17,20
GENE-16166,YES,1,0,0,0,0,0,0
GENE-16167,NO,1,0,0,0,0,0,0
GENE-16168,NO,1,3,0,1,1,2,1
GENE-16169,NO,1,0,0,0,0,0,0
GENE-16170,NO,1,0,0,0,0,0,0
GENE-16171,NO,1,0,0,0,0,0,0
GENE-16172,NO,1,10,3,11,13,11,6
GENE-16173,NO,1,2,3,1,4,2,3
GENE-16174,NO,1,40,56,37,44,59,41
GENE-16175,NO,1,1,0,1,3,1,2
GENE-16176,NO,1,3,3,5,2,7,3
GENE-16177,NO,1,1,0,1,3,0,1
GENE-16178,NO,1,46,28,36,29,25,51
GENE-16179,NO,1,0,0,0,0,0,0
GENE-16180,NO,1,894,786,511,654,1045,896
GENE-16181,NO,1,0,0,0,0,0,0
GENE-16182,NO,1,0,0,0,0,0,0
GENE-16183,NO,1,35,59,35,50,61,36
GENE-16184,NO,1,0,0,0,0,0,0
GENE-16185,NO,1,0,2,4,3,4,1
GENE-16187,NO,1,995,1253,1287,1042,1379,925
GENE-16188,NO,1,0,0,0,0,0,0
GENE-16189,NO,1,0,0,0,0,0,0
GENE-16190,NO,1,0,0,0,0,0,0
GENE-16191,NO,1,0,0,0,0,0,0
GENE-16192,NO,1,0,0,0,0,0,0
GENE-16193,NO,1,0,0,0,0,0,0
GENE-16194,NO,1,0,0,0,0,0,0
GENE-16195,NO,1,0,0,0,0,0,0
GENE-16196,NO,1,361,370,446,326,368,359
GENE-16197,NO,1,0,0,0,0,0,0
GENE-16198,NO,1,0,0,0,0,0,0
GENE-16199,NO,1,0,0,0,0,0,0
GENE-16200,NO,1,0,0,0,0,0,0
GENE-16201,NO,1,584,635,696,451,518,555
GENE-16202,NO,1,43,43,45,25,47,66
GENE-16203,NO,1,0,0,0,0,0,0
GENE-16204,NO,1,0,0,0,0,0,0
GENE-16205,NO,1,0,0,0,0,0,0
GENE-16206,NO,1,0,0,0,0,0,0
GENE-16207,NO,1,167,415,107,203,245,118
GENE-16208,NO,1,0,0,0,0,0,0
GENE-16209,NO,1,0,0,0,0,0,0
GENE-16210,NO,1,0,0,0,0,0,0
GENE-16211,NO,1,0,0,0,0,0,0
GENE-16212,NO,1,1436,1228,1536,1268,1618,1494
GENE-16213,NO,1,3,6,3,26,12,24
GENE-16214,NO,1,87,77,59,65,84,74
GENE-16215,NO,1,0,0,0,0,0,0
GENE-16216,NO,1,11,12,10,13,10,5
GENE-16217,NO,1,0,0,0,0,0,0
GENE-16218,NO,1,0,0,0,0,0,0
GENE-16219,NO,1,0,0,0,0,0,0
GENE-16220,NO,1,0,0,0,0,0,0
GENE-16221,NO,1,0,0,0,0,0,0
GENE-16222,NO,1,0,0,0,0,0,0
GENE-16223,NO,1,0,0,0,0,0,0
GENE-16224,NO,1,0,0,0,0,0,0
GENE-16225,NO,1,5,3,2,1,0,1
GENE-16226,NO,1,0,0,0,0,0,0
GENE-16227,NO,1,0,0,0,0,0,0
GENE-16228,NO,1,0,0,0,0,0,0
GENE-16229,NO,1,234,267,232,254,250,225
GENE-16230,NO,1,0,0,0,0,0,0
GENE-16231,NO,1,0,0,0,0,0,0
GENE-16232,NO,1,0,0,0,0,0,0
GENE-16233,NO,1,0,0,0,0,0,0
GENE-16234,NO,1,0,0,0,0,0,0
GENE-16235,NO,1,0,0,0,0,0,0
GENE-16236,NO,1,0,0,0,0,0,0
GENE-16237,NO,1,0,0,0,0,0,0
GENE-16238,NO,1,0,0,0,0,0,0
GENE-16239,NO,1,0,0,0,0,0,0
GENE-16240,NO,1,0,0,0,0,0,0
GENE-16241,NO,1,0,1,0,1,1,1
GENE-16242,NO,1,0,0,0,0,0,0
GENE-16243,NO,1,0,0,0,0,0,0
GENE-16244,NO,1,461,623,659,758,546,576
GENE-16245,NO,1,0,0,0,0,0,0
GENE-16246,YES,1,0,0,0,0,0,0
GENE-16247,NO,1,0,0,0,0,0,0
GENE-16248,NO,1,1,3,1,1,4,3
GENE-16249,NO,1,0,0,0,0,0,0
GENE-16250,NO,1,0,0,0,0,0,0
GENE-16251,NO,1,0,0,0,0,0,0
GENE-16252,NO,1,90,86,99,98,78,97
GENE-16253,NO,1,780,968,1032,941,1591,1006
GENE-16254,NO,1,0,0,0,0,0,0
GENE-16255,NO,1,104,118,131,114,126,160
GENE-16256,NO,1,0,0,0,0,0,0
GENE-16257,NO,1,0,0,0,0,0,0
